신호ID,종목코드,종목명,전략,운용,시각,가격,결과,상세,후속결정,신호근거,등락률%,VWAP이격%,범위위치,체결강도,거래량배수,스프레드틱,5분후,15분후,30분후,60분후,60분최고,60분최저
440110#834-S20260519090505,440110,파두,ORB,FullAuto,2026-05-19 09:05:05,104200,진입,,,"ORB5 고가 104,000 돌파 (범위 5.3%)",5.36,1.61,1,89.7,0.84,1,,,,,,
036930#836-S20260519090530,036930,주성엔지니어링,ORB,FullAuto,2026-05-19 09:05:30,199300,진입,,,"ORB5 고가 198,700 돌파 (범위 7.3%)",9.39,3.44,1,114.7,1.35,1,,,,,,
356680#835-S20260519093222,356680,엑스게이트,ORB,FullAuto,2026-05-19 09:32:22,17310,진입,,,"ORB5 고가 17,270 돌파 (범위 7.5%)",11.97,3.16,1,155.9,16.33,1,,,,,,
015760#840-S20260519150000,015760,한국전력,종가베팅,FullAuto,2026-05-19 15:00:00,39400,진입,,,"종가베팅: 등락 +4.5%, 고저범위 87% 위치, VWAP 39,064 위",4.51,0.86,0.868,511.8,2.10,1,,,,,,
036930#842-S20260520092322,036930,주성엔지니어링,ORB,FullAuto,2026-05-20 09:23:22,192000,진입,,,"ORB5 고가 191,500 돌파 (범위 8.3%)",8.54,2.94,1,168.2,5.35,1,,,,,,
082740#847-S20260520150000,082740,한화엔진,종가베팅,FullAuto,2026-05-20 15:00:00,69800,진입,,,"종가베팅: 등락 +7.1%, 고저범위 96% 위치, VWAP 66,968 위",7.06,4.23,0.958,453.4,0.57,1,,,,,,
253840#849-S20260520150017,253840,수젠텍,종가베팅,FullAuto,2026-05-20 15:00:17,7720,진입,,,"종가베팅: 등락 +16.4%, 고저범위 76% 위치, VWAP 7,695 위",16.44,0.32,0.761,209.8,1.22,1,,,,,,
009150#852-S20260521090517,009150,삼성전기,ORB,FullAuto,2026-05-21 09:05:17,1163000,진입,,,"ORB5 고가 1,162,000 돌파 (범위 5.2%)",7.39,1.42,1,196.5,2.23,1,,,,,,
066570#850-S20260521090615,066570,LG전자,ORB,FullAuto,2026-05-21 09:06:15,195900,진입,,,"ORB5 고가 195,800 돌파 (범위 2.5%)",6.24,1.01,1,197.6,1.52,1,,,,,,
017900#851-S20260521091222,017900,광전자,ORB,FullAuto,2026-05-21 09:12:22,13970,진입,,,"ORB5 고가 13,900 돌파 (범위 5.1%)",12.21,3.81,1,120.5,4.09,1,,,,,,
034020#858-S20260521150000,034020,두산에너빌리티,종가베팅,FullAuto,2026-05-21 15:00:00,109000,진입,,,"종가베팅: 등락 +5.1%, 고저범위 81% 위치, VWAP 108,339 위",5.11,0.61,0.815,699.4,0.54,1,,,,,,
222800#857-S20260521150000,222800,심텍,종가베팅,FullAuto,2026-05-21 15:00:00,125500,진입,,,"종가베팅: 등락 +19.0%, 고저범위 80% 위치, VWAP 123,066 위",18.96,1.98,0.804,255.5,0.91,1,,,,,,
440110#859-S20260522090515,440110,파두,ORB,FullAuto,2026-05-22 09:05:15,122400,진입,,,"ORB5 고가 122,300 돌파 (범위 5.1%)",4.88,2.08,1,127.8,1.44,1,,,,,,
068270#861-S20260522091222,068270,셀트리온,ORB,FullAuto,2026-05-22 09:12:22,190600,진입,,,"ORB5 고가 190,545 돌파 (범위 3.5%)",5.30,1.04,1,204.6,4.58,1,,,,,,
011070#866-S20260522150000,011070,LG이노텍,종가베팅,FullAuto,2026-05-22 15:00:00,860000,차단,매수 가능 수량 0 (투입금/리스크/예수금 확인),,"종가베팅: 등락 +4.0%, 고저범위 75% 위치, VWAP 845,709 위",3.99,1.69,0.754,360.5,0.49,1,867000,865000,,,868000,859000
440110#865-S20260522150000,440110,파두,종가베팅,FullAuto,2026-05-22 15:00:00,127300,진입,,,"종가베팅: 등락 +9.1%, 고저범위 84% 위치, VWAP 123,624 위",9.08,2.97,0.838,360.5,0.78,1,,,,,,
079550#867-S20260522150517,079550,LIG디펜스앤에어로스페이스,종가베팅,FullAuto,2026-05-22 15:05:17,929000,차단,매수 가능 수량 0 (투입금/리스크/예수금 확인),,"종가베팅: 등락 +6.8%, 고저범위 86% 위치, VWAP 921,870 위",6.78,0.77,0.861,375.6,1.00,1,928000,925000,,,930000,925000
078600#868-S20260522151417,078600,대주전자재료,종가베팅,FullAuto,2026-05-22 15:14:17,156600,진입,,,"종가베팅: 등락 +17.6%, 고저범위 78% 위치, VWAP 155,173 위",17.57,0.92,0.780,233.0,2.61,1,,,,,,
011790#871-S20260526090520,011790,SKC,ORB,FullAuto,2026-05-26 09:05:20,154000,진입,,,"ORB5 고가 153,700 돌파 (범위 3.3%)",7.62,1.58,1,655.2,2.51,1,,,,,,
000660#875-S20260526150000,000660,SK하이닉스,종가베팅,FullAuto,2026-05-26 15:00:00,2083000,차단,매수 가능 수량 0 (투입금/리스크/예수금 확인),,"종가베팅: 등락 +7.3%, 고저범위 95% 위치, VWAP 2,060,131 위",7.32,1.11,0.951,821.2,1.51,1,2076000,2068000,,,2085000,2064000
353200#878-S20260526150000,353200,대덕전자,종가베팅,FullAuto,2026-05-26 15:00:00,171400,진입,,,"종가베팅: 등락 +13.3%, 고저범위 80% 위치, VWAP 167,351 위",13.28,2.42,0.804,263.8,0.71,1,,,,,,
440110#880-S20260527090530,440110,파두,ORB,FullAuto,2026-05-27 09:05:30,125600,진입,,,"ORB5 고가 125,300 돌파 (범위 6.2%)",7.53,2.81,1,151.4,1.28,1,,,,,,
402340#881-S20260527091625,402340,SK스퀘어,ORB,FullAuto,2026-05-27 09:16:25,1331000,진입,,,"ORB5 고가 1,329,000 돌파 (범위 6.7%)",11.19,2.02,1,273.1,3.78,1,,,,,,
064400#887-S20260527150000,064400,LG씨엔에스,종가베팅,FullAuto,2026-05-27 15:00:00,94200,진입,,,"종가베팅: 등락 +13.6%, 고저범위 99% 위치, VWAP 85,944 위",13.63,9.61,0.993,244.7,3.27,1,,,,,,
009420#888-S20260527150000,009420,한올바이오파마,종가베팅,FullAuto,2026-05-27 15:00:00,70800,진입,,,"종가베팅: 등락 +18.0%, 고저범위 84% 위치, VWAP 68,795 위",18.00,2.91,0.839,271.0,0.79,1,,,,,,
307950#889-S20260527150817,307950,현대오토에버,종가베팅,FullAuto,2026-05-27 15:08:17,721000,차단,매수 가능 수량 0 (투입금/리스크/예수금 확인),,"종가베팅: 등락 +12.0%, 고저범위 85% 위치, VWAP 683,626 위",11.96,5.47,0.854,267.9,1.74,1,747000,757000,,,783000,720000
454910#892-S20260528090525,454910,두산로보틱스,ORB,FullAuto,2026-05-28 09:05:25,108900,진입,,,"ORB5 고가 108,800 돌파 (범위 5.2%)",5.73,2.12,1,399.6,2.07,1,,,,,,
034220#891-S20260528090625,034220,LG디스플레이,ORB,FullAuto,2026-05-28 09:06:25,15650,진입,,,"ORB5 고가 15,630 돌파 (범위 9.9%)",10.76,3.07,1,171.0,1.86,1,,,,,,
006660#890-S20260528091525,006660,삼성공조,ORB,FullAuto,2026-05-28 09:15:25,17170,진입,,,"ORB5 고가 17,060 돌파 (범위 9.0%)",10.63,4.89,1,145.0,3.55,1,,,,,,
009150#900-S20260528150000,009150,삼성전기,종가베팅,FullAuto,2026-05-28 15:00:00,1836000,차단,매수 가능 수량 0 (투입금/리스크/예수금 확인),,"종가베팅: 등락 +9.2%, 고저범위 87% 위치, VWAP 1,724,843 위",9.16,6.44,0.865,240.7,0.94,1,1832000,1851000,,,1858000,1818000
373220#901-S20260528150000,373220,LG에너지솔루션,종가베팅,FullAuto,2026-05-28 15:00:00,439000,진입,,,"종가베팅: 등락 +13.3%, 고저범위 76% 위치, VWAP 431,015 위",13.29,1.85,0.765,284.9,1.92,1,,,,,,
064400#902-S20260529090507,064400,LG씨엔에스,ORB,FullAuto,2026-05-29 09:05:07,100900,진입,,,"ORB5 고가 100,800 돌파 (범위 6.4%)",15.18,3.40,1,195.7,1.50,1,,,,,,
003550#905-S20260529091130,003550,LG,ORB,FullAuto,2026-05-29 09:11:30,126000,진입,,,"ORB5 고가 125,600 돌파 (범위 3.8%)",6.87,1.74,1,181.2,2.39,1,,,,,,
005380#903-S20260529091422,005380,현대차,ORB,FullAuto,2026-05-29 09:14:22,721000,진입,,,"ORB5 고가 720,000 돌파 (범위 2.7%)",6.66,0.81,1,363.7,3.64,1,,,,,,
034220#912-S20260529150000,034220,LG디스플레이,종가베팅,FullAuto,2026-05-29 15:00:00,16160,진입,,,"종가베팅: 등락 +12.1%, 고저범위 77% 위치, VWAP 15,884 위",12.07,1.74,0.768,193.5,1.70,1,,,,,,
051910#913-S20260529150217,051910,LG화학,종가베팅,FullAuto,2026-05-29 15:02:17,364000,진입,,,"종가베팅: 등락 +6.3%, 고저범위 75% 위치, VWAP 355,062 위",6.28,2.52,0.754,506.8,2.22,1,,,,,,
011790#914-S20260601090520,011790,SKC,ORB,FullAuto,2026-06-01 09:05:20,160600,진입,,,"ORB5 고가 160,300 돌파 (범위 7.2%)",14.06,2.39,1,684.2,1.80,1,,,,,,
011070#916-S20260601090922,011070,LG이노텍,ORB,FullAuto,2026-06-01 09:09:22,1704000,차단,매수 가능 수량 0 (투입금/리스크/예수금 확인),,"ORB5 고가 1,703,000 돌파 (범위 6.8%)",15.60,1.90,1,172.7,2.82,1,1723000,1692000,1643000,1584000,1814000,1490000
005930#921-S20260601150000,005930,삼성전자,종가베팅,FullAuto,2026-06-01 15:00:00,350000,진입,,,"종가베팅: 등락 +9.9%, 고저범위 98% 위치, VWAP 340,080 위",9.89,2.92,0.984,1023.2,5.07,1,,,,,,
278470#920-S20260601150000,278470,에이피알,종가베팅,FullAuto,2026-06-01 15:00:00,426500,진입,,,"종가베팅: 등락 +8.1%, 고저범위 92% 위치, VWAP 417,777 위",8.11,2.09,0.917,589.0,0.29,1,,,,,,
034220#922-S20260602090507,034220,LG디스플레이,ORB,FullAuto,2026-06-02 09:05:07,16980,진입,,,"ORB5 고가 16,970 돌파 (범위 6.1%)",7.47,2.52,1,120.0,1.10,1,,,,,,
373220#923-S20260602090517,373220,LG에너지솔루션,ORB,FullAuto,2026-06-02 09:05:17,484500,진입,,,"ORB5 고가 484,000 돌파 (범위 8.2%)",6.48,2.30,1,326.2,2.11,1,,,,,,
028260#929-S20260602150000,028260,삼성물산,종가베팅,FullAuto,2026-06-02 15:00:00,478000,진입,,,"종가베팅: 등락 +4.0%, 고저범위 81% 위치, VWAP 460,588 위",4.03,3.78,0.813,395.8,0.80,1,,,,,,
032830#931-S20260602150000,032830,삼성생명,종가베팅,FullAuto,2026-06-02 15:00:00,446500,진입,,,"종가베팅: 등락 +8.8%, 고저범위 89% 위치, VWAP 430,428 위",8.77,3.73,0.894,320.4,1.97,1,,,,,,
011790#932-S20260604090525,011790,SKC,ORB,FullAuto,2026-06-04 09:05:25,156400,진입,,,"ORB5 고가 156,000 돌파 (범위 7.0%)",11.32,3.30,1,99.8,2.86,1,,,,,,
403870#933-S20260604090727,403870,HPSP,ORB,FullAuto,2026-06-04 09:07:27,46200,진입,,,"ORB5 고가 46,150 돌파 (범위 5.5%)",4.64,2.15,1,173.6,1.31,1,,,,,,
347850#939-S20260604150000,347850,디앤디파마텍,종가베팅,FullAuto,2026-06-04 15:00:00,92600,진입,,,"종가베팅: 등락 +10.1%, 고저범위 79% 위치, VWAP 90,282 위",10.11,2.57,0.786,520.2,0.63,1,,,,,,
402340#942-S20260604150217,402340,SK스퀘어,종가베팅,FullAuto,2026-06-04 15:02:17,1368000,차단,매수 가능 수량 0 (투입금/리스크/예수금 확인),,"종가베팅: 등락 +3.7%, 고저범위 76% 위치, VWAP 1,354,811 위",3.71,0.97,0.758,422.3,1.17,1,1367000,1370000,,,1371000,1361000
079550#943-S20260604150817,079550,LIG디펜스앤에어로스페이스,종가베팅,FullAuto,2026-06-04 15:08:17,745000,차단,매수 가능 수량 0 (투입금/리스크/예수금 확인),,"종가베팅: 등락 +3.0%, 고저범위 93% 위치, VWAP 716,084 위",3.04,4.04,0.926,600.5,1.15,1,749000,732000,,,749000,729000
489790#944-S20260604151017,489790,한화비전,종가베팅,FullAuto,2026-06-04 15:10:17,79500,진입,,,"종가베팅: 등락 +18.7%, 고저범위 85% 위치, VWAP 77,097 위",18.66,3.12,0.848,207.0,0.90,1,,,,,,
105560#945-S20260605090927,105560,KB금융,ORB,FullAuto,2026-06-05 09:09:27,172400,진입,,,"ORB5 고가 172,200 돌파 (범위 3.0%)",4.48,1.40,1,178.0,1.82,1,,,,,,
055550#947-S20260605091027,055550,신한지주,ORB,FullAuto,2026-06-05 09:10:27,106700,진입,,,"ORB5 고가 106,500 돌파 (범위 3.9%)",6.59,1.78,1,308.7,1.72,1,,,,,,
178320#952-S20260605150117,178320,서진시스템,종가베팅,FullAuto,2026-06-05 15:01:17,71400,진입,,,"종가베팅: 등락 +3.2%, 고저범위 87% 위치, VWAP 67,526 위",3.18,5.74,0.871,300,1.07,1,,,,,,
005380#953-S20260605150917,005380,현대차,종가베팅,FullAuto,2026-06-05 15:09:17,703000,차단,매수 가능 수량 0 (투입금/리스크/예수금 확인),,"종가베팅: 등락 +3.5%, 고저범위 82% 위치, VWAP 675,966 위",3.53,4.00,0.815,684.7,1.92,1,696000,697000,,,702000,694000
032640#960-S20260608150817,032640,LG유플러스,종가베팅,FullAuto,2026-06-08 15:08:17,15870,진입,,,"종가베팅: 등락 +4.8%, 고저범위 80% 위치, VWAP 15,524 위",4.75,2.23,0.798,373.8,2.21,1,,,,,,
024060#961-S20260608150817,024060,흥구석유,종가베팅,FullAuto,2026-06-08 15:08:17,12740,진입,,,"종가베팅: 등락 +6.6%, 고저범위 79% 위치, VWAP 12,285 위",6.61,3.70,0.792,143.9,12.79,1,,,,,,
009150#962-S20260609091130,009150,삼성전기,ORB,FullAuto,2026-06-09 09:11:30,1872000,차단,매수 가능 수량 0 (투입금/리스크/예수금 확인),,"ORB5 고가 1,870,000 돌파 (범위 6.9%)",11.03,2.89,1,178.5,2.22,1,1820000,1824000,1819000,1735000,1872000,1735000
000660#967-S20260609150000,000660,SK하이닉스,종가베팅,FullAuto,2026-06-09 15:00:00,2206000,차단,매수 가능 수량 0 (투입금/리스크/예수금 확인),,"종가베팅: 등락 +11.5%, 고저범위 91% 위치, VWAP 2,098,174 위",11.53,5.14,0.912,225.9,0.91,1,2201000,2212000,,,2220000,2193000
028260#970-S20260609150000,028260,삼성물산,종가베팅,FullAuto,2026-06-09 15:00:00,432000,진입,,,"종가베팅: 등락 +5.9%, 고저범위 86% 위치, VWAP 415,114 위",5.88,4.07,0.855,295.8,0.83,1,,,,,,
000270#971-S20260609150617,000270,기아,종가베팅,FullAuto,2026-06-09 15:06:17,165800,진입,,,"종가베팅: 등락 +9.2%, 고저범위 88% 위치, VWAP 162,900 위",9.15,1.78,0.883,307.3,1.76,1,,,,,,
319660#974-S20260610090620,319660,피에스케이,ORB,FullAuto,2026-06-10 09:06:20,147900,진입,,,"ORB5 고가 147,700 돌파 (범위 8.0%)",6.17,2.82,1,336.2,2.39,1,,,,,,
093370#972-S20260610090630,093370,후성,ORB,FullAuto,2026-06-10 09:06:30,15000,진입,,,"ORB5 고가 14,970 돌파 (범위 5.9%)",10.95,2.04,1,194.4,1.74,1,,,,,,
093370#980-S20260610150000,093370,후성,종가베팅,FullAuto,2026-06-10 15:00:00,16100,진입,,,"종가베팅: 등락 +19.1%, 고저범위 80% 위치, VWAP 15,677 위",19.08,2.70,0.801,185.8,0.54,1,,,,,,
047810#981-S20260610150125,047810,한국항공우주,종가베팅,FullAuto,2026-06-10 15:01:25,136400,진입,,,"종가베팅: 등락 +6.4%, 고저범위 79% 위치, VWAP 135,133 위",6.40,0.94,0.794,397.5,1.79,1,,,,,,
402340#988-S20260611150000,402340,SK스퀘어,종가베팅,FullAuto,2026-06-11 15:00:00,1216000,차단,매수 가능 수량 0 (투입금/리스크/예수금 확인),,"종가베팅: 등락 +5.2%, 고저범위 89% 위치, VWAP 1,181,743 위",5.19,2.90,0.887,291.0,1.10,1,1212000,1227000,,,1233000,1209000
319400#987-S20260611150000,319400,현대무벡스,종가베팅,FullAuto,2026-06-11 15:00:00,41100,진입,,,"종가베팅: 등락 +16.1%, 고저범위 99% 위치, VWAP 38,195 위",16.10,7.60,0.994,359.7,1.94,1,,,,,,
001740#989-S20260612090510,001740,SK네트웍스,ORB,FullAuto,2026-06-12 09:05:10,12850,진입,,,"ORB5 고가 12,830 돌파 (범위 8.6%)",10.11,4.10,1,98.1,0.95,1,,,,,,
240810#990-S20260612100027,240810,원익IPS,ORB,FullAuto,2026-06-12 10:00:27,163300,진입,,,"ORB5 고가 163,100 돌파 (범위 5.2%)",15.82,4.42,1,142.9,2.60,1,,,,,,
093370#994-S20260615090520,093370,후성,ORB,FullAuto,2026-06-15 09:05:20,20100,진입,,,"ORB5 고가 19,990 돌파 (범위 5.5%)",5.73,2.66,1,144.7,1.81,1,,,,,,
009150#996-S20260615090527,009150,삼성전기,ORB,FullAuto,2026-06-15 09:05:27,1915000,차단,매수 가능 수량 0 (투입금/리스크/예수금 확인),,"ORB5 고가 1,912,000 돌파 (범위 4.2%)",9.62,1.61,1,235.5,1.63,1,1916000,1933000,1926000,1938000,1975000,1884000
089030#995-S20260615090630,089030,테크윙,ORB,FullAuto,2026-06-15 09:06:30,71000,진입,,,"ORB5 고가 70,700 돌파 (범위 6.2%)",8.73,2.94,1,140.5,1.33,1,,,,,,
042700#997-S20260615091227,042700,한미반도체,ORB,FullAuto,2026-06-15 09:12:27,367000,진입,,,"ORB5 고가 366,000 돌파 (범위 4.3%)",7.62,2.22,1,420.2,2.54,1,,,,,,
042660#1003-S20260615150000,042660,한화오션,종가베팅,FullAuto,2026-06-15 15:00:00,122500,진입,,,"종가베팅: 등락 +8.2%, 고저범위 86% 위치, VWAP 120,179 위",8.22,1.93,0.859,584.3,1.47,1,,,,,,
009150#1004-S20260615150117,009150,삼성전기,종가베팅,FullAuto,2026-06-15 15:01:17,1967000,차단,매수 가능 수량 0 (투입금/리스크/예수금 확인),,"종가베팅: 등락 +12.6%, 고저범위 94% 위치, VWAP 1,932,777 위",12.59,1.77,0.943,373.5,1.84,1,1982500,1991000,,,1993000,1968000
329180#1005-S20260615150417,329180,HD현대중공업,종가베팅,FullAuto,2026-06-15 15:04:17,710000,차단,매수 가능 수량 0 (투입금/리스크/예수금 확인),,"종가베팅: 등락 +9.2%, 고저범위 81% 위치, VWAP 705,685 위",9.23,0.61,0.812,569.9,1.48,1,714000,709000,,,714000,708000
079550#1006-S20260615150600,079550,LIG디펜스앤에어로스페이스,종가베팅,FullAuto,2026-06-15 15:06:00,851000,차단,매수 가능 수량 0 (투입금/리스크/예수금 확인),,"종가베팅: 등락 +9.9%, 고저범위 89% 위치, VWAP 833,919 위",9.95,2.05,0.888,408.5,0.59,1,852000,849000,,,854000,847000
267260#1007-S20260615150800,267260,HD현대일렉트릭,종가베팅,FullAuto,2026-06-15 15:08:00,1175000,차단,매수 가능 수량 0 (투입금/리스크/예수금 확인),,"종가베팅: 등락 +9.4%, 고저범위 81% 위치, VWAP 1,158,140 위",9.40,1.46,0.814,336.2,0.70,1,1178000,1176000,,,1183000,1174000
079550#1008-S20260616090627,079550,LIG디펜스앤에어로스페이스,ORB,FullAuto,2026-06-16 09:06:27,988000,진입,,,"ORB5 고가 987,000 돌파 (범위 5.4%)",16.10,2.22,1,185.1,1.83,1,,,,,,
105560#1009-S20260616090720,105560,KB금융,ORB,FullAuto,2026-06-16 09:07:20,178100,진입,,,"ORB5 고가 177,800 돌파 (범위 5.0%)",4.89,1.67,1,253.9,2.14,1,,,,,,
204320#1016-S20260616150000,204320,HL만도,종가베팅,FullAuto,2026-06-16 15:00:00,76200,진입,,,"종가베팅: 등락 +7.9%, 고저범위 82% 위치, VWAP 74,211 위",7.93,2.68,0.821,267.7,2.31,1,,,,,,
240810#1019-S20260617090507,240810,원익IPS,ORB,FullAuto,2026-06-17 09:05:07,169400,진입,,,"ORB5 고가 169,000 돌파 (범위 6.2%)",8.52,2.07,1,114.1,1.31,1,,,,,,
403870#1018-S20260617091127,403870,HPSP,ORB,FullAuto,2026-06-17 09:11:27,69900,진입,,,"ORB5 고가 69,800 돌파 (범위 6.7%)",5.43,1.85,1,226.9,2.03,1,,,,,,
000660#1028-S20260617150100,000660,SK하이닉스,종가베팅,FullAuto,2026-06-17 15:01:00,2509000,차단,매수 가능 수량 0 (투입금/리스크/예수금 확인),,"종가베팅: 등락 +3.8%, 고저범위 96% 위치, VWAP 2,435,387 위",3.76,3.02,0.957,236.8,1.19,1,2513000,2512000,,,2523000,2501000
006340#1029-S20260618090520,006340,대원전선,ORB,FullAuto,2026-06-18 09:05:20,13950,진입,,,"ORB5 고가 13,940 돌파 (범위 9.1%)",13.14,3.31,1,164.6,1.99,1,,,,,,
005930#1036-S20260618150000,005930,삼성전자,종가베팅,FullAuto,2026-06-18 15:00:00,358250,진입,,,"종가베팅: 등락 +4.4%, 고저범위 95% 위치, VWAP 351,555 위",4.45,1.90,0.948,522.9,0.48,2,,,,,,
032830#1037-S20260618150000,032830,삼성생명,종가베팅,FullAuto,2026-06-18 15:00:00,469500,진입,,,"종가베팅: 등락 +6.0%, 고저범위 98% 위치, VWAP 460,502 위",5.98,1.95,0.981,344.9,1.41,1,,,,,,
009150#1039-S20260619090622,009150,삼성전기,ORB,FullAuto,2026-06-19 09:06:22,2325000,차단,매수 가능 수량 0 (투입금/리스크/예수금 확인),,"ORB5 고가 2,320,000 돌파 (범위 2.4%)",5.44,1.00,1,172.6,1.74,1,2332000,2303000,2325000,2389000,2385000,2255500
402340#1040-S20260619093317,402340,SK스퀘어,ORB,FullAuto,2026-06-19 09:33:17,1842000,차단,매수 가능 수량 0 (투입금/리스크/예수금 확인),,"ORB5 고가 1,840,000 돌파 (범위 2.1%)",6.23,1.15,1,182.1,4.80,1,1866000,1866000,1836000,1832000,1891000,1823000
001820#1043-S20260622090627,001820,삼화콘덴서,ORB,FullAuto,2026-06-22 09:06:27,181400,진입,,,"ORB5 고가 181,300 돌파 (범위 6.9%)",5.77,2.10,1,240.3,1.79,1,,,,,,
080220#1048-S20260622150000,080220,제주반도체,종가베팅,FullAuto,2026-06-22 15:00:00,132400,진입,,,"종가베팅: 등락 +15.8%, 고저범위 79% 위치, VWAP 129,391 위",15.84,2.33,0.795,191.8,1.26,1,,,,,,
000990#1049-S20260622150000,000990,DB하이텍,종가베팅,FullAuto,2026-06-22 15:00:00,171400,진입,,,"종가베팅: 등락 +11.7%, 고저범위 98% 위치, VWAP 164,975 위",11.66,3.89,0.980,262.3,1.06,1,,,,,,
298040#1050-S20260623090625,298040,효성중공업,ORB,FullAuto,2026-06-23 09:06:25,4126000,차단,매수 가능 수량 0 (투입금/리스크/예수금 확인),,"ORB5 고가 4,123,000 돌파 (범위 6.9%)",7.56,1.99,1,96.8,1.35,1,4049000,3961000,3940000,3963000,4169000,3914000
026940#1055-S20260624090622,026940,부국철강,ORB,FullAuto,2026-06-24 09:06:22,4225,진입,,,"ORB5 고가 4,200 돌파 (범위 7.1%)",12.52,3.92,1,132.2,3.79,1,,,,,,
080220#1056-S20260624091430,080220,제주반도체,ORB,FullAuto,2026-06-24 09:14:30,120000,진입,,,"ORB5 고가 119,800 돌파 (범위 4.6%)",8.30,2.05,1,211.2,2.45,1,,,,,,
207940#1061-S20260624150000,207940,삼성바이오로직스,종가베팅,FullAuto,2026-06-24 15:00:00,1390000,차단,매수 가능 수량 0 (투입금/리스크/예수금 확인),,"종가베팅: 등락 +9.5%, 고저범위 99% 위치, VWAP 1,341,234 위",9.54,3.64,0.992,391.2,2.06,1,1386000,1392000,,,1396000,1383000
141080#1060-S20260624150000,141080,리가켐바이오,종가베팅,FullAuto,2026-06-24 15:00:00,153300,진입,,,"종가베팅: 등락 +12.6%, 고저범위 92% 위치, VWAP 149,151 위",12.64,2.78,0.917,295.6,1.04,1,,,,,,
034730#1062-S20260625090527,034730,SK,ORB,FullAuto,2026-06-25 09:05:27,841000,진입,,,"ORB5 고가 840,000 돌파 (범위 9.4%)",17.62,3.10,1,172.0,1.20,1,,,,,,
037710#1063-S20260625093627,037710,광주신세계,ORB,FullAuto,2026-06-25 09:36:27,48650,진입,,,"ORB5 고가 48,500 돌파 (범위 6.8%)",9.33,5.85,1,167.4,6.05,1,,,,,,
000660#1070-S20260625150717,000660,SK하이닉스,종가베팅,FullAuto,2026-06-25 15:07:17,2966000,차단,매수 가능 수량 0 (투입금/리스크/예수금 확인),,"종가베팅: 등락 +11.8%, 고저범위 91% 위치, VWAP 2,867,451 위",11.80,3.44,0.912,209.0,1.65,1,2962000,2938000,,,2973000,2927000
005930#1071-S20260625150920,005930,삼성전자,종가베팅,FullAuto,2026-06-25 15:09:20,360000,진입,,,"종가베팅: 등락 +6.0%, 고저범위 76% 위치, VWAP 358,212 위",6.04,0.50,0.762,452.2,2.84,1,,,,,,
037710#1072-S20260626090625,037710,광주신세계,ORB,FullAuto,2026-06-26 09:06:25,46400,진입,,,"ORB5 고가 46,350 돌파 (범위 5.8%)",9.56,1.89,1,149.7,2.30,1,,,,,,
009150#1074-S20260626090715,009150,삼성전기,ORB,FullAuto,2026-06-26 09:07:15,2145000,차단,매수 가능 수량 0 (투입금/리스크/예수금 확인),,"ORB5 고가 2,143,000 돌파 (범위 7.6%)",7.25,1.93,1,174.9,1.72,1,2129000,2085000,2020000,2012000,2149000,2006000
475150#1080-S20260629090505,475150,SK이터닉스,ORB,FullAuto,2026-06-29 09:05:05,48300,진입,,,"ORB5 고가 48,200 돌파 (범위 8.1%)",11.81,4.41,1,208.8,1.07,1,,,,,,
141080#1081-S20260629090505,141080,리가켐바이오,ORB,FullAuto,2026-06-29 09:05:05,157900,진입,,,"ORB5 고가 157,700 돌파 (범위 4.6%)",10.27,1.88,1,109.2,1.11,1,,,,,,
214450#1082-S20260629095130,214450,파마리서치,ORB,FullAuto,2026-06-29 09:51:30,353000,진입,,,"ORB5 고가 352,500 돌파 (범위 5.5%)",9.29,1.81,1,290.5,8.40,1,,,,,,
298040#1087-S20260629150000,298040,효성중공업,종가베팅,FullAuto,2026-06-29 15:00:00,3306000,차단,매수 가능 수량 0 (투입금/리스크/예수금 확인),,"종가베팅: 등락 +6.0%, 고저범위 95% 위치, VWAP 3,224,786 위",6.00,2.52,0.951,536.0,3.52,1,3275000,3262000,,,3309000,3251000
207940#1086-S20260629150000,207940,삼성바이오로직스,종가베팅,FullAuto,2026-06-29 15:00:00,1451000,차단,매수 가능 수량 0 (투입금/리스크/예수금 확인),,"종가베팅: 등락 +8.6%, 고저범위 98% 위치, VWAP 1,411,063 위",8.61,2.83,0.981,621.2,0.88,1,1450000,1448000,,,1456000,1443000
373220#1088-S20260629151400,373220,LG에너지솔루션,종가베팅,FullAuto,2026-06-29 15:14:00,396000,진입,,,"종가베팅: 등락 +19.3%, 고저범위 98% 위치, VWAP 379,205 위",19.28,4.43,0.976,362.4,0.66,1,,,,,,
240810#1089-S20260630090730,240810,원익IPS,ORB,FullAuto,2026-06-30 09:07:30,174300,진입,,,"ORB5 고가 174,200 돌파 (범위 6.2%)",9.62,2.08,1,166.5,1.84,1,,,,,,
402340#1095-S20260630150000,402340,SK스퀘어,종가베팅,FullAuto,2026-06-30 15:00:00,1740000,차단,매수 가능 수량 0 (투입금/리스크/예수금 확인),,"종가베팅: 등락 +6.6%, 고저범위 90% 위치, VWAP 1,659,654 위",6.62,4.84,0.897,238.0,0.63,1,1740000,1744000,,,1750000,1712000
214450#1094-S20260630150000,214450,파마리서치,종가베팅,FullAuto,2026-06-30 15:00:00,366000,진입,,,"종가베팅: 등락 +3.5%, 고저범위 91% 위치, VWAP 363,052 위",3.54,0.81,0.913,469.5,0.60,1,,,,,,
