신호ID,종목코드,종목명,전략,운용,시각,가격,결과,상세,후속결정,신호근거,등락률%,VWAP이격%,범위위치,체결강도,거래량배수,스프레드틱,5분후,15분후,30분후,60분후,60분최고,60분최저
445680#441-S20260318090622,445680,큐리옥스바이오시스템즈,ORB,FullAuto,2026-03-18 09:06:22,126200,진입,,,"ORB5 고가 125,700 돌파 (범위 4.5%)",9.17,1.94,1,199.9,4.93,1,,,,,,
047040#442-S20260318091130,047040,대우건설,ORB,FullAuto,2026-03-18 09:11:30,12890,진입,,,"ORB5 고가 12,870 돌파 (범위 4.5%)",6.44,1.03,0.784,134.8,1.35,1,,,,,,
055550#444-S20260318150000,055550,신한지주,종가베팅,FullAuto,2026-03-18 15:00:00,95400,진입,,,"종가베팅: 등락 +4.3%, 고저범위 97% 위치, VWAP 94,122 위",4.26,1.36,0.971,481.4,1.98,1,,,,,,
010120#445-S20260318150000,010120,LS ELECTRIC,종가베팅,FullAuto,2026-03-18 15:00:00,166400,진입,,,"종가베팅: 등락 +7.9%, 고저범위 87% 위치, VWAP 163,536 위",7.91,1.75,0.873,354.4,1.25,1,,,,,,
140410#447-S20260319090522,140410,메지온,ORB,FullAuto,2026-03-19 09:05:22,86200,진입,,,"ORB5 고가 86,000 돌파 (범위 7.1%)",7.21,3.16,1,414.4,2.45,1,,,,,,
033160#448-S20260319091022,033160,엠케이전자,ORB,FullAuto,2026-03-19 09:10:22,15750,진입,,,"ORB5 고가 15,700 돌파 (범위 6.4%)",9.00,2.25,1,161.7,2.62,1,,,,,,
356860#450-S20260319150000,356860,티엘비,종가베팅,FullAuto,2026-03-19 15:00:00,38049,진입,,,"종가베팅: 등락 +6.7%, 고저범위 90% 위치, VWAP 36,521 위",6.68,4.18,0.902,244.5,0.92,2,,,,,,
010170#451-S20260319150000,010170,대한광통신,종가베팅,FullAuto,2026-03-19 15:00:00,7290,진입,,,"종가베팅: 등락 +3.7%, 고저범위 78% 위치, VWAP 7,234 위",3.70,0.77,0.784,1922.7,1.77,1,,,,,,
036930#453-S20260320090522,036930,주성엔지니어링,ORB,FullAuto,2026-03-20 09:05:22,69800,진입,,,"ORB5 고가 69,700 돌파 (범위 3.7%)",14.43,1.77,1,157.5,1.67,1,,,,,,
047040#454-S20260320090820,047040,대우건설,ORB,FullAuto,2026-03-20 09:08:20,17510,진입,,,"ORB5 고가 17,430 돌파 (범위 3.5%)",8.29,1.95,1,144.2,3.33,1,,,,,,
036930#453-S20260320091822,036930,주성엔지니어링,ORB,FullAuto,2026-03-20 09:18:22,69900,진입,,,"ORB5 고가 69,700 돌파 (범위 3.7%)",14.59,0.85,0.75,201.5,4.76,1,,,,,,
006910#455-S20260320100300,006910,보성파워텍,VWAP눌림,FullAuto,2026-03-20 10:03:00,13090,진입,,,"VWAP 12,817 재돌파, 직전봉 고가 12,880 돌파",8.00,2.13,0.941,209.7,2.95,1,,,,,,
006910#455-S20260320110500,006910,보성파워텍,VWAP눌림,FullAuto,2026-03-20 11:05:00,13110,진입,,,"VWAP 13,013 재돌파, 직전봉 고가 13,080 돌파",8.17,0.75,0.705,185.4,0.56,1,,,,,,
006910#455-S20260320111400,006910,보성파워텍,VWAP눌림,FullAuto,2026-03-20 11:14:00,13040,진입,,,"VWAP 13,012 재돌파, 직전봉 고가 12,990 돌파",7.59,0.21,0.655,184.6,0.46,1,,,,,,
050890#457-S20260320120000,050890,쏠리드,VWAP눌림,FullAuto,2026-03-20 12:00:00,13730,진입,,,"VWAP 13,674 재돌파, 직전봉 고가 13,720 돌파",6.43,0.41,0.494,137.1,0.47,1,,,,,,
047040#458-S20260320150000,047040,대우건설,종가베팅,FullAuto,2026-03-20 15:00:00,18800,진입,,,"종가베팅: 등락 +16.3%, 고저범위 76% 위치, VWAP 18,428 위",16.26,2.02,0.757,186.8,0.59,1,,,,,,
178320#460-S20260320150917,178320,서진시스템,종가베팅,FullAuto,2026-03-20 15:09:17,48600,진입,,,"종가베팅: 등락 +7.0%, 고저범위 78% 위치, VWAP 47,708 위",7.05,1.87,0.780,263.0,0.88,1,,,,,,
322000#462-S20260323092125,322000,HD현대에너지솔루션,ORB,FullAuto,2026-03-23 09:21:25,141100,진입,,,"ORB5 고가 140,500 돌파 (범위 4.5%)",7.71,2.70,1,190.3,9.84,1,,,,,,
322000#462-S20260323093317,322000,HD현대에너지솔루션,ORB,FullAuto,2026-03-23 09:33:17,140600,진입,,,"ORB5 고가 140,500 돌파 (범위 4.5%)",7.33,0.86,0.603,194.4,1.59,1,,,,,,
460930#466-S20260323101900,460930,현대힘스,VWAP눌림,FullAuto,2026-03-23 10:19:00,20450,진입,,,"VWAP 20,405 재돌파, 직전봉 고가 20,400 돌파",12.36,0.22,0.589,426.8,2.32,1,,,,,,
322000#462-S20260323102230,322000,HD현대에너지솔루션,ORB,FullAuto,2026-03-23 10:22:30,140900,진입,,,"ORB5 고가 140,500 돌파 (범위 4.5%)",7.56,1.46,0.651,186.5,5.66,1,,,,,,
261780#468-S20260323110300,261780,아리바이오랩,VWAP눌림,FullAuto,2026-03-23 11:03:00,4445,진입,,,"VWAP 4,387 재돌파, 직전봉 고가 4,420 돌파",8.95,1.31,0.664,145.6,0.93,1,,,,,,
046120#469-S20260323112100,046120,오르비텍,VWAP눌림,FullAuto,2026-03-23 11:21:00,14920,진입,,,"VWAP 14,765 재돌파, 직전봉 고가 14,760 돌파",8.91,1.05,0.657,161.4,0.82,1,,,,,,
046120#469-S20260323114300,046120,오르비텍,VWAP눌림,FullAuto,2026-03-23 11:43:00,14970,진입,,,"VWAP 14,804 재돌파, 직전봉 고가 14,980 돌파",9.27,1.12,0.669,162.2,1.23,1,,,,,,
261780#468-S20260323114600,261780,아리바이오랩,VWAP눌림,FullAuto,2026-03-23 11:46:00,4395,진입,,,"VWAP 4,384 재돌파, 직전봉 고가 4,340 돌파",7.72,0.24,0.619,149.7,1.51,1,,,,,,
460930#466-S20260323120800,460930,현대힘스,VWAP눌림,FullAuto,2026-03-23 12:08:00,20350,진입,,,"VWAP 20,321 재돌파, 직전봉 고가 20,250 돌파",11.81,0.14,0.541,267.0,1.94,1,,,,,,
046120#469-S20260323121600,046120,오르비텍,VWAP눌림,FullAuto,2026-03-23 12:16:00,14810,진입,,,"VWAP 14,805 재돌파, 직전봉 고가 14,580 돌파",8.10,0.03,0.632,162.4,1.65,1,,,,,,
261780#468-S20260323122700,261780,아리바이오랩,VWAP눌림,FullAuto,2026-03-23 12:27:00,4385,진입,,,"VWAP 4,385 재돌파, 직전봉 고가 4,385 돌파",7.48,0.00,0.610,153.5,0.84,1,,,,,,
092220#471-S20260323123400,092220,KEC,VWAP눌림,FullAuto,2026-03-23 12:34:00,8480,진입,,,"VWAP 8,418 재돌파, 직전봉 고가 8,450 돌파",20.54,0.74,0.743,303.1,1.61,1,,,,,,
475580#470-S20260323125400,475580,에이럭스,VWAP눌림,FullAuto,2026-03-23 12:54:00,14850,진입,,,"VWAP 14,667 재돌파, 직전봉 고가 14,780 돌파",13.10,1.25,0.709,154.5,0.64,1,,,,,,
092220#471-S20260323130100,092220,KEC,VWAP눌림,FullAuto,2026-03-23 13:01:00,8430,진입,,,"VWAP 8,420 재돌파, 직전봉 고가 8,400 돌파",19.83,0.12,0.717,254.4,1.38,1,,,,,,
092220#471-S20260323132000,092220,KEC,VWAP눌림,FullAuto,2026-03-23 13:20:00,8495,진입,,,"VWAP 8,420 재돌파, 직전봉 고가 8,430 돌파",20.75,0.90,0.751,242.2,1.87,2,,,,,,
047040#474-S20260324090520,047040,대우건설,ORB,FullAuto,2026-03-24 09:05:20,19100,진입,,,"ORB5 고가 19,060 돌파 (범위 5.0%)",11.96,2.64,1,286.9,2.49,1,,,,,,
036930#476-S20260324090722,036930,주성엔지니어링,ORB,FullAuto,2026-03-24 09:07:22,77100,진입,,,"ORB5 고가 77,000 돌파 (범위 3.5%)",7.83,1.54,1,231.6,3.14,1,,,,,,
368770#478-S20260324102100,368770,파이버프로,VWAP눌림,FullAuto,2026-03-24 10:21:00,18990,진입,,,"VWAP 18,698 재돌파, 직전봉 고가 18,840 돌파",15.44,1.56,0.708,146.8,0.79,1,,,,,,
368770#478-S20260324105700,368770,파이버프로,VWAP눌림,FullAuto,2026-03-24 10:57:00,19440,진입,,,"VWAP 19,228 재돌파, 직전봉 고가 19,380 돌파",18.18,1.10,0.734,181.4,1.18,1,,,,,,
368770#478-S20260324120200,368770,파이버프로,VWAP눌림,FullAuto,2026-03-24 12:02:00,19360,진입,,,"VWAP 19,235 재돌파, 직전봉 고가 19,210 돌파",17.69,0.65,0.712,180.9,2.89,1,,,,,,
272210#480-S20260324150000,272210,한화시스템,종가베팅,FullAuto,2026-03-24 15:00:00,127500,진입,,,"종가베팅: 등락 +6.3%, 고저범위 93% 위치, VWAP 125,034 위",6.25,1.97,0.928,862.8,0.43,1,,,,,,
012450#481-S20260324150000,012450,한화에어로스페이스,종가베팅,FullAuto,2026-03-24 15:00:00,1336000,차단,매수 가능 수량 0 (투입금/리스크/예수금 확인),,"종가베팅: 등락 +7.6%, 고저범위 79% 위치, VWAP 1,320,764 위",7.57,1.15,0.789,384.8,0.33,1,1336000,1331000,,,1340000,1326000
000660#482-S20260324151500,000660,SK하이닉스,종가베팅,FullAuto,2026-03-24 15:15:00,991000,차단,매수 가능 수량 0 (투입금/리스크/예수금 확인),,"종가베팅: 등락 +6.2%, 고저범위 95% 위치, VWAP 972,211 위",6.22,1.93,0.946,690.7,2.56,1,987000,,,,992000,985000
263750#483-S20260325090520,263750,펄어비스,ORB,FullAuto,2026-03-25 09:05:20,46500,진입,,,"ORB5 고가 46,400 돌파 (범위 4.4%)",6.90,1.76,1,712.6,2.49,1,,,,,,
348370#485-S20260325091425,348370,엔켐,ORB,FullAuto,2026-03-25 09:14:25,35000,진입,,,"ORB5 고가 34,950 돌파 (범위 6.4%)",16.86,2.38,1,220.4,4.48,1,,,,,,
489790#484-S20260325092330,489790,한화비전,ORB,FullAuto,2026-03-25 09:23:30,93000,진입,,,"ORB5 고가 92,900 돌파 (범위 6.3%)",7.64,1.97,1,189.7,2.21,1,,,,,,
348370#485-S20260325094420,348370,엔켐,ORB,FullAuto,2026-03-25 09:44:20,35000,진입,,,"ORB5 고가 34,950 돌파 (범위 6.4%)",16.86,1.63,0.811,229.3,13.33,1,,,,,,
079550#487-S20260325150000,079550,LIG디펜스앤에어로스페이스,종가베팅,FullAuto,2026-03-25 15:00:00,739000,차단,매수 가능 수량 0 (투입금/리스크/예수금 확인),,"종가베팅: 등락 +16.0%, 고저범위 95% 위치, VWAP 702,697 위",16.01,5.17,0.948,340.2,0.65,1,732000,734000,,,740000,729000
218410#486-S20260325150000,218410,RFHIC,종가베팅,FullAuto,2026-03-25 15:00:00,87700,진입,,,"종가베팅: 등락 +14.5%, 고저범위 80% 위치, VWAP 86,251 위",14.49,1.68,0.795,336.6,0.34,1,,,,,,
038110#490-S20260326090525,038110,에코플라스틱,ORB,FullAuto,2026-03-26 09:05:25,3855,진입,,,"ORB5 고가 3,850 돌파 (범위 7.2%)",10.30,2.85,1,382.7,2.70,1,,,,,,
322000#489-S20260326090630,322000,HD현대에너지솔루션,ORB,FullAuto,2026-03-26 09:06:30,138300,진입,,,"ORB5 고가 137,800 돌파 (범위 8.1%)",9.07,2.84,1,194.0,2.19,1,,,,,,
322000#489-S20260326092027,322000,HD현대에너지솔루션,ORB,FullAuto,2026-03-26 09:20:27,137900,진입,,,"ORB5 고가 137,800 돌파 (범위 8.1%)",8.75,1.25,0.881,161.8,1.63,1,,,,,,
348370#492-S20260326150000,348370,엔켐,종가베팅,FullAuto,2026-03-26 15:00:00,45550,진입,,,"종가베팅: 등락 +17.1%, 고저범위 82% 위치, VWAP 44,188 위",17.10,3.08,0.818,199.1,0.37,1,,,,,,
078600#493-S20260326150122,078600,대주전자재료,종가베팅,FullAuto,2026-03-26 15:01:22,133800,진입,,,"종가베팅: 등락 +4.7%, 고저범위 75% 위치, VWAP 131,991 위",4.69,1.37,0.752,283.8,1.39,1,,,,,,
014160#496-S20260327090522,014160,대영포장,ORB,FullAuto,2026-03-27 09:05:22,1559,진입,,,"ORB5 고가 1,550 돌파 (범위 5.2%)",10.65,2.53,1,302.4,2.06,1,,,,,,
038110#495-S20260327090725,038110,에코플라스틱,ORB,FullAuto,2026-03-27 09:07:25,4710,진입,,,"ORB5 고가 4,685 돌파 (범위 8.1%)",11.35,3.71,1,251.9,2.32,1,,,,,,
047040#497-S20260327093517,047040,대우건설,ORB,FullAuto,2026-03-27 09:35:17,16450,진입,,,"ORB5 고가 16,430 돌파 (범위 6.1%)",3.46,1.30,0.851,191.7,1.59,1,,,,,,
014160#496-S20260327093927,014160,대영포장,ORB,FullAuto,2026-03-27 09:39:27,1552,진입,,,"ORB5 고가 1,550 돌파 (범위 5.2%)",10.15,3.64,0.801,160.1,3.28,1,,,,,,
014160#496-S20260327095742,014160,대영포장,ORB,FullAuto,2026-03-27 09:57:42,1551,진입,,,"ORB5 고가 1,550 돌파 (범위 5.2%)",10.08,1.57,0.656,154.8,1.29,1,,,,,,
047040#497-S20260327100830,047040,대우건설,ORB,FullAuto,2026-03-27 10:08:30,16440,진입,,,"ORB5 고가 16,430 돌파 (범위 6.1%)",3.40,1.37,0.842,182.1,2.09,1,,,,,,
161000#501-S20260330090625,161000,애경케미칼,ORB,FullAuto,2026-03-30 09:06:25,13220,진입,,,"ORB5 고가 13,200 돌파 (범위 3.9%)",14.86,1.10,1,150.8,3.86,1,,,,,,
038110#499-S20260330090712,038110,에코플라스틱,ORB,FullAuto,2026-03-30 09:07:12,4650,진입,,,"ORB5 고가 4,645 돌파 (범위 8.1%)",13.83,2.45,0.922,188.0,0.65,1,,,,,,
038110#499-S20260330091845,038110,에코플라스틱,ORB,FullAuto,2026-03-30 09:18:45,4650,진입,,,"ORB5 고가 4,645 돌파 (범위 8.1%)",13.83,1.64,0.816,168.9,1.20,1,,,,,,
289080#500-S20260330092830,289080,SV인베스트먼트,ORB,FullAuto,2026-03-30 09:28:30,4980,진입,,,"ORB5 고가 4,960 돌파 (범위 5.2%)",9.45,3.34,1,142.0,3.94,1,,,,,,
375500#505-S20260330150317,375500,DL이앤씨,종가베팅,FullAuto,2026-03-30 15:03:17,69000,진입,,,"종가베팅: 등락 +4.9%, 고저범위 86% 위치, VWAP 65,621 위",4.86,5.15,0.863,261.9,2.45,1,,,,,,
425040#506-S20260331091730,425040,티이엠씨,ORB,FullAuto,2026-03-31 09:17:30,14050,진입,,,"ORB5 고가 14,040 돌파 (범위 6.4%)",8.33,2.16,1,153.1,3.08,1,,,,,,
425040#506-S20260331095312,425040,티이엠씨,ORB,FullAuto,2026-03-31 09:53:12,14060,진입,,,"ORB5 고가 14,040 돌파 (범위 6.4%)",8.40,2.35,1,148.9,2.62,1,,,,,,
114190#515-S20260331111300,114190,강원에너지,VWAP눌림,FullAuto,2026-03-31 11:13:00,14330,진입,,,"VWAP 14,253 재돌파, 직전봉 고가 14,200 돌파",14.92,0.54,0.523,166.0,3.16,1,,,,,,
047040#520-S20260401090517,047040,대우건설,ORB,FullAuto,2026-04-01 09:05:17,17480,진입,,,"ORB5 고가 17,440 돌파 (범위 3.6%)",12.41,1.79,1,224.6,2.55,1,,,,,,
046970#521-S20260401090727,046970,우리로,ORB,FullAuto,2026-04-01 09:07:27,9090,진입,,,"ORB5 고가 9,060 돌파 (범위 8.5%)",8.86,4.17,1,225.6,1.66,1,,,,,,
001510#519-S20260401091627,001510,SK증권,ORB,FullAuto,2026-04-01 09:16:27,4075,진입,,,"ORB5 고가 4,065 돌파 (범위 4.1%)",10.61,2.06,1,227.6,5.50,1,,,,,,
001510#519-S20260401093927,001510,SK증권,ORB,FullAuto,2026-04-01 09:39:27,4070,진입,,,"ORB5 고가 4,065 돌파 (범위 4.1%)",10.48,1.61,0.873,213.8,3.58,1,,,,,,
001510#519-S20260401100105,001510,SK증권,ORB,FullAuto,2026-04-01 10:01:05,4070,진입,,,"ORB5 고가 4,065 돌파 (범위 4.1%)",10.48,0.93,0.635,225.9,0.57,1,,,,,,
050890#522-S20260401103000,050890,쏠리드,VWAP눌림,FullAuto,2026-04-01 10:30:00,14710,진입,,,"VWAP 14,679 재돌파, 직전봉 고가 14,690 돌파",16.47,0.21,0.732,180.2,0.91,1,,,,,,
050890#522-S20260401105200,050890,쏠리드,VWAP눌림,FullAuto,2026-04-01 10:52:00,14750,진입,,,"VWAP 14,683 재돌파, 직전봉 고가 14,740 돌파",16.79,0.46,0.753,195.8,0.42,1,,,,,,
050890#522-S20260401110600,050890,쏠리드,VWAP눌림,FullAuto,2026-04-01 11:06:00,14735,진입,,,"VWAP 14,684 재돌파, 직전봉 고가 14,730 돌파",16.67,0.35,0.745,192.9,0.74,2,,,,,,
263750#523-S20260401122700,263750,펄어비스,VWAP눌림,FullAuto,2026-04-01 12:27:00,72700,진입,,,"VWAP 72,275 재돌파, 직전봉 고가 72,500 돌파",7.70,0.59,0.605,240.7,0.34,1,,,,,,
263750#523-S20260401124400,263750,펄어비스,VWAP눌림,FullAuto,2026-04-01 12:44:00,72400,진입,,,"VWAP 72,275 재돌파, 직전봉 고가 72,000 돌파",7.26,0.17,0.580,245.4,1.02,1,,,,,,
263750#523-S20260401135300,263750,펄어비스,VWAP눌림,FullAuto,2026-04-01 13:53:00,72900,진입,,,"VWAP 72,334 재돌파, 직전봉 고가 72,800 돌파",8.00,0.78,0.622,254.0,1.31,1,,,,,,
012450#529-S20260401150000,012450,한화에어로스페이스,종가베팅,FullAuto,2026-04-01 15:00:00,1346000,차단,매수 가능 수량 0 (투입금/리스크/예수금 확인),,"종가베팅: 등락 +9.6%, 고저범위 78% 위치, VWAP 1,321,273 위",9.61,1.87,0.778,307.7,1.19,1,1343000,1337000,,,1347000,1329000
003230#531-S20260401150100,003230,삼양식품,종가베팅,FullAuto,2026-04-01 15:01:00,1315000,차단,매수 가능 수량 0 (투입금/리스크/예수금 확인),,"종가베팅: 등락 +8.8%, 고저범위 95% 위치, VWAP 1,290,772 위",8.77,1.88,0.947,509.9,0.95,1,1317000,1318000,,,1319000,1312000
373220#532-S20260401150300,373220,LG에너지솔루션,종가베팅,FullAuto,2026-04-01 15:03:00,409000,진입,,,"종가베팅: 등락 +3.4%, 고저범위 94% 위치, VWAP 401,579 위",3.41,1.85,0.939,2381.2,1.43,1,,,,,,
010170#534-S20260402090505,010170,대한광통신,ORB,FullAuto,2026-04-02 09:05:05,10620,진입,,,"ORB5 고가 10,600 돌파 (범위 7.0%)",12.86,3.00,1,102.6,1.04,1,,,,,,
066970#533-S20260402090527,066970,엘앤에프,ORB,FullAuto,2026-04-02 09:05:27,159600,진입,,,"ORB5 고가 159,500 돌파 (범위 7.6%)",8.94,2.24,1,167.8,1.76,1,,,,,,
012450#535-S20260402090625,012450,한화에어로스페이스,ORB,FullAuto,2026-04-02 09:06:25,1438000,차단,매수 가능 수량 0 (투입금/리스크/예수금 확인),,"ORB5 고가 1,436,000 돌파 (범위 3.6%)",7.47,1.34,0.981,103.9,1.74,1,1439000,1437000,1434000,1452000,1474000,1425000
012450#535-S20260402091130,012450,한화에어로스페이스,ORB,FullAuto,2026-04-02 09:11:30,1439000,차단,매수 가능 수량 0 (투입금/리스크/예수금 확인),,"ORB5 고가 1,436,000 돌파 (범위 3.6%)",7.55,1.01,0.883,140.0,1.29,1,1445000,1464000,1437000,1477000,1477000,1428000
012450#535-S20260402091425,012450,한화에어로스페이스,ORB,FullAuto,2026-04-02 09:14:25,1437000,차단,매수 가능 수량 0 (투입금/리스크/예수금 확인),,"ORB5 고가 1,436,000 돌파 (범위 3.6%)",7.40,0.74,0.85,144.0,1.43,1,1434000,1441000,1443000,1454000,1478000,1429000
010170#534-S20260402092522,010170,대한광통신,ORB,FullAuto,2026-04-02 09:25:22,10610,진입,,,"ORB5 고가 10,600 돌파 (범위 7.0%)",12.75,3.35,0.892,150.8,3.84,1,,,,,,
010170#534-S20260402095225,010170,대한광통신,ORB,FullAuto,2026-04-02 09:52:25,10610,진입,,,"ORB5 고가 10,600 돌파 (범위 7.0%)",12.75,0.80,0.572,157.4,1.26,1,,,,,,
008350#538-S20260402102100,008350,남선알미늄,VWAP눌림,FullAuto,2026-04-02 10:21:00,1744,진입,,,"VWAP 1,720 재돌파, 직전봉 고가 1,740 돌파",6.86,1.38,0.552,110.1,3.18,1,,,,,,
322000#539-S20260402104300,322000,HD현대에너지솔루션,VWAP눌림,FullAuto,2026-04-02 10:43:00,146400,진입,,,"VWAP 144,634 재돌파, 직전봉 고가 145,600 돌파",7.17,1.22,0.716,236.8,0.68,1,,,,,,
322000#539-S20260402110800,322000,HD현대에너지솔루션,VWAP눌림,FullAuto,2026-04-02 11:08:00,145900,진입,,,"VWAP 144,929 재돌파, 직전봉 고가 145,700 돌파",6.81,0.67,0.690,219.3,0.45,1,,,,,,
322000#539-S20260402113500,322000,HD현대에너지솔루션,VWAP눌림,FullAuto,2026-04-02 11:35:00,145300,진입,,,"VWAP 144,990 재돌파, 직전봉 고가 144,900 돌파",6.37,0.21,0.660,214.1,1.69,1,,,,,,
008350#538-S20260402114800,008350,남선알미늄,VWAP눌림,FullAuto,2026-04-02 11:48:00,1826,차단,리스크 관리로 진입 차단: 4연속 손실 쿨다운 ~12:07,,"VWAP 1,810 재돌파, 직전봉 고가 1,821 돌파",11.89,0.86,0.561,159.1,0.80,1,1820,1798,1783,1833,1854,1757
008350#538-S20260402120600,008350,남선알미늄,VWAP눌림,FullAuto,2026-04-02 12:06:00,1810,차단,리스크 관리로 진입 차단: 4연속 손실 쿨다운 ~12:07,,"VWAP 1,810 재돌파, 직전봉 고가 1,805 돌파",10.91,-0.01,0.519,158.2,0.84,1,1794,1796,1763,1825,1859,1757
008350#538-S20260402124300,008350,남선알미늄,VWAP눌림,FullAuto,2026-04-02 12:43:00,1810,진입,,,"VWAP 1,809 재돌파, 직전봉 고가 1,800 돌파",10.91,0.05,0.519,159.2,2.55,1,,,,,,
008350#538-S20260402130500,008350,남선알미늄,VWAP눌림,FullAuto,2026-04-02 13:05:00,1823,진입,,,"VWAP 1,810 재돌파, 직전봉 고가 1,818 돌파",11.70,0.72,0.553,159.8,0.63,1,,,,,,
006400#541-S20260402140500,006400,삼성SDI,VWAP눌림,FullAuto,2026-04-02 14:05:00,448500,진입,,,"VWAP 444,844 재돌파, 직전봉 고가 447,000 돌파",3.58,0.82,0.617,468.8,1.95,1,,,,,,
046970#542-S20260402143400,046970,우리로,VWAP눌림,FullAuto,2026-04-02 14:34:00,7710,시간외,진입 가능 시간 09:05~14:30 밖,,"VWAP 7,696 재돌파, 직전봉 고가 7,570 돌파",-10.14,0.18,0.399,129.5,0.86,1,7350,7480,7270,,7780,7160
046970#542-S20260402144300,046970,우리로,VWAP눌림,FullAuto,2026-04-02 14:43:00,7740,시간외,진입 가능 시간 09:05~14:30 밖,,"VWAP 7,688 재돌파, 직전봉 고가 7,570 돌파",-9.79,0.68,0.410,136.9,1.17,1,7500,7250,7410,,7750,7160
047050#543-S20260402150417,047050,포스코인터내셔널,종가베팅,FullAuto,2026-04-02 15:04:17,79500,진입,,,"종가베팅: 등락 +4.5%, 고저범위 78% 위치, VWAP 78,314 위",4.47,1.51,0.784,308.7,1.77,1,,,,,,
050890#544-S20260403090517,050890,쏠리드,ORB,FullAuto,2026-04-03 09:05:17,16420,진입,,,"ORB5 고가 16,400 돌파 (범위 5.9%)",8.96,2.93,1,255.4,2.44,1,,,,,,
028050#546-S20260403090530,028050,삼성E&A,ORB,FullAuto,2026-04-03 09:05:30,38075,진입,,,"ORB5 고가 38,000 돌파 (범위 4.0%)",8.48,1.76,1,360.6,1.70,2,,,,,,
047040#545-S20260403091005,047040,대우건설,ORB,FullAuto,2026-04-03 09:10:05,17720,진입,,,"ORB5 고가 17,710 돌파 (범위 2.8%)",7.79,0.74,0.875,151.0,0.38,1,,,,,,
005930#548-S20260403150000,005930,삼성전자,종가베팅,FullAuto,2026-04-03 15:00:00,186700,진입,,,"종가베팅: 등락 +6.3%, 고저범위 89% 위치, VWAP 185,341 위",6.32,0.73,0.889,645.7,0.62,1,,,,,,
034020#547-S20260403150000,034020,두산에너빌리티,종가베팅,FullAuto,2026-04-03 15:00:00,97200,진입,,,"종가베팅: 등락 +4.9%, 고저범위 90% 위치, VWAP 96,505 위",4.85,0.72,0.905,872.4,0.94,1,,,,,,
028050#549-S20260406090510,028050,삼성E&A,ORB,FullAuto,2026-04-06 09:05:10,45400,진입,,,"ORB5 고가 45,350 돌파 (범위 6.6%)",11.96,3.01,1,145.9,0.87,1,,,,,,
010170#550-S20260406090930,010170,대한광통신,ORB,FullAuto,2026-04-06 09:09:30,14060,진입,,,"ORB5 고가 14,000 돌파 (범위 9.4%)",10.36,3.95,1,117.2,1.87,1,,,,,,
028050#549-S20260406091627,028050,삼성E&A,ORB,FullAuto,2026-04-06 09:16:27,45400,진입,,,"ORB5 고가 45,350 돌파 (범위 6.6%)",11.96,2.87,0.983,188.4,2.47,1,,,,,,
375500#552-S20260406092230,375500,DL이앤씨,ORB,FullAuto,2026-04-06 09:22:30,79100,진입,,,"ORB5 고가 79,000 돌파 (범위 3.8%)",5.47,0.91,0.789,188.6,1.37,1,,,,,,
375500#552-S20260406093427,375500,DL이앤씨,ORB,FullAuto,2026-04-06 09:34:27,79100,차단,리스크 관리로 진입 차단: 4연속 손실 쿨다운 ~09:55,,"ORB5 고가 79,000 돌파 (범위 3.8%)",5.47,0.74,0.732,192.1,1.64,1,78900,78000,79500,77000,80200,77500
375500#552-S20260406095930,375500,DL이앤씨,ORB,FullAuto,2026-04-06 09:59:30,79100,진입,,,"ORB5 고가 79,000 돌파 (범위 3.8%)",5.47,0.74,0.732,202.7,4.11,1,,,,,,
018470#554-S20260406121000,018470,조일알미늄,VWAP눌림,FullAuto,2026-04-06 12:10:00,8165,진입,,,"VWAP 8,095 재돌파, 직전봉 고가 8,140 돌파",14.68,0.87,0.689,154.6,0.60,2,,,,,,
018470#554-S20260406121800,018470,조일알미늄,VWAP눌림,FullAuto,2026-04-06 12:18:00,8180,진입,,,"VWAP 8,096 재돌파, 직전봉 고가 8,170 돌파",14.89,1.04,0.697,156.7,0.96,1,,,,,,
018470#554-S20260406131400,018470,조일알미늄,VWAP눌림,FullAuto,2026-04-06 13:14:00,8240,진입,,,"VWAP 8,153 재돌파, 직전봉 고가 8,205 돌파",15.73,1.07,0.730,171.7,1.41,1,,,,,,
005810#555-S20260406132100,005810,풍산홀딩스,VWAP눌림,FullAuto,2026-04-06 13:21:00,46650,진입,,,"VWAP 46,577 재돌파, 직전봉 고가 46,300 돌파",10.28,0.16,0.831,197.7,1.36,1,,,,,,
005810#555-S20260406135200,005810,풍산홀딩스,VWAP눌림,FullAuto,2026-04-06 13:52:00,46500,진입,,,"VWAP 46,423 재돌파, 직전봉 고가 46,250 돌파",9.93,0.17,0.810,198.1,1.04,1,,,,,,
005810#558-S20260406150000,005810,풍산홀딩스,종가베팅,FullAuto,2026-04-06 15:00:00,47250,진입,,,"종가베팅: 등락 +11.7%, 고저범위 100% 위치, VWAP 46,464 위",11.70,1.69,1,216.9,0.04,1,,,,,,
096770#557-S20260406150000,096770,SK이노베이션,종가베팅,FullAuto,2026-04-06 15:00:00,121900,진입,,,"종가베팅: 등락 +3.3%, 고저범위 84% 위치, VWAP 120,767 위",3.31,0.94,0.843,691.8,0.28,1,,,,,,
079550#560-S20260407090520,079550,LIG디펜스앤에어로스페이스,ORB,FullAuto,2026-04-07 09:05:20,838000,진입,,,"ORB5 고가 837,000 돌파 (범위 5.5%)",4.49,1.75,1,1058.3,2.41,1,,,,,,
