신호ID,종목코드,종목명,전략,운용,시각,가격,결과,상세,후속결정,신호근거,등락률%,VWAP이격%,범위위치,체결강도,거래량배수,스프레드틱,5분후,15분후,30분후,60분후,60분최고,60분최저
460930#1240-S20260724093922,460930,현대힘스,ORB,FullAuto,2026-07-24 09:39:22,14940,진입,,,"ORB5 고가 14,900 돌파 (범위 3.3%)",8.18,3.12,1,162.3,6.19,1,,,,,,
119850#1244-S20260724103500,119850,지엔씨에너지,VWAP눌림,FullAuto,2026-07-24 10:35:00,49200,진입,,,"VWAP 48,950 재돌파, 직전봉 고가 49,100 돌파",8.01,0.51,0.603,205.8,0.69,1,,,,,,
119850#1244-S20260724104800,119850,지엔씨에너지,VWAP눌림,FullAuto,2026-07-24 10:48:00,49000,진입,,,"VWAP 48,954 재돌파, 직전봉 고가 48,900 돌파",7.57,0.09,0.574,211.6,0.69,1,,,,,,
119850#1244-S20260724110100,119850,지엔씨에너지,VWAP눌림,FullAuto,2026-07-24 11:01:00,48950,진입,,,"VWAP 48,950 재돌파, 직전봉 고가 48,750 돌파",7.46,0.00,0.566,205.1,1.23,1,,,,,,
460930#1249-S20260724150000,460930,현대힘스,종가베팅,FullAuto,2026-07-24 15:00:00,16110,진입,,,"종가베팅: 등락 +16.7%, 고저범위 78% 위치, VWAP 15,763 위",16.65,2.20,0.779,170.5,0.39,1,,,,,,
138040#1250-S20260724150000,138040,메리츠금융지주,종가베팅,FullAuto,2026-07-24 15:00:00,122600,진입,,,"종가베팅: 등락 +5.1%, 고저범위 95% 위치, VWAP 121,306 위",5.15,1.07,0.951,487.9,1.13,1,,,,,,
108860#1253-S20260727090730,108860,셀바스AI,ORB,FullAuto,2026-07-27 09:07:30,8510,진입,,,"ORB5 고가 8,480 돌파 (범위 7.6%)",23.15,3.12,1,258.8,2.18,1,,,,,,
036930#1252-S20260727091730,036930,주성엔지니어링,ORB,FullAuto,2026-07-27 09:17:30,151300,진입,,,"ORB5 고가 150,800 돌파 (범위 4.0%)",7.30,2.76,1,185.6,6.62,1,,,,,,
036930#1252-S20260727092630,036930,주성엔지니어링,ORB,FullAuto,2026-07-27 09:26:30,150900,진입,,,"ORB5 고가 150,800 돌파 (범위 4.0%)",7.02,2.16,0.949,178.1,2.06,1,,,,,,
036930#1252-S20260727094822,036930,주성엔지니어링,ORB,FullAuto,2026-07-27 09:48:22,150900,차단,리스크 관리로 진입 차단: 4연속 손실 쿨다운 ~10:07,,"ORB5 고가 150,800 돌파 (범위 4.0%)",7.02,1.58,0.804,179.8,3.00,1,151400,149000,143800,144900,153000,143000
240810#1254-S20260727103300,240810,원익IPS,VWAP눌림,FullAuto,2026-07-27 10:33:00,102700,진입,,,"VWAP 102,403 재돌파, 직전봉 고가 102,500 돌파",2.19,0.29,0.6,208.4,1.91,1,,,,,,
240810#1254-S20260727110000,240810,원익IPS,VWAP눌림,FullAuto,2026-07-27 11:00:00,102700,진입,,,"VWAP 102,415 재돌파, 직전봉 고가 101,800 돌파",2.19,0.28,0.6,212.5,1.33,1,,,,,,
240810#1254-S20260727114300,240810,원익IPS,VWAP눌림,FullAuto,2026-07-27 11:43:00,102400,진입,,,"VWAP 102,377 재돌파, 직전봉 고가 102,300 돌파",1.89,0.02,0.56,226.4,0.61,1,,,,,,
207940#1255-S20260727121700,207940,삼성바이오로직스,VWAP눌림,FullAuto,2026-07-27 12:17:00,1545000,차단,매수 가능 수량 0 (투입금/리스크/예수금 확인),,"VWAP 1,546,689 재돌파, 직전봉 고가 1,547,000 돌파",3.07,-0.11,0.663,309.5,0.80,1,1546500,1540000,1550000,1542000,1555000,1535000
036930#1252-S20260727144127,036930,주성엔지니어링,ORB,FullAuto,2026-07-27 14:41:27,150900,시간외,진입 가능 시간 09:05~14:30 밖,,"ORB5 고가 150,800 돌파 (범위 4.0%)",7.02,1.91,0.79,212.3,3.30,1,150400,150700,149700,,151400,148800
036930#1261-S20260727150000,036930,주성엔지니어링,종가베팅,FullAuto,2026-07-27 15:00:00,151000,진입,,,"종가베팅: 등락 +7.1%, 고저범위 80% 위치, VWAP 148,176 위",7.09,1.91,0.8,216.7,0.71,1,,,,,,
240810#1258-S20260727150000,240810,원익IPS,종가베팅,FullAuto,2026-07-27 15:00:00,105000,진입,,,"종가베팅: 등락 +4.5%, 고저범위 89% 위치, VWAP 102,802 위",4.48,2.14,0.895,328.9,0.90,1,,,,,,
333430#1268-S20260728124600,333430,일승,VWAP눌림,FullAuto,2026-07-28 12:46:00,4360,진입,,,"VWAP 4,299 재돌파, 직전봉 고가 4,195 돌파",16.27,1.41,0.685,191.3,5.52,1,,,,,,
199430#1269-S20260728131700,199430,케이엔알시스템,VWAP눌림,FullAuto,2026-07-28 13:17:00,17000,진입,,,"VWAP 17,039 재돌파, 직전봉 고가 16,940 돌파",19.13,-0.23,0.563,160.9,2.65,1,,,,,,
333430#1268-S20260728133000,333430,일승,VWAP눌림,FullAuto,2026-07-28 13:30:00,4330,진입,,,"VWAP 4,311 재돌파, 직전봉 고가 4,245 돌파",15.47,0.44,0.655,189.4,4.30,1,,,,,,
402340#1272-S20260729090720,402340,SK스퀘어,ORB,FullAuto,2026-07-29 09:07:20,937000,차단,매수 가능 수량 0 (투입금/리스크/예수금 확인),,"ORB5 고가 936,000 돌파 (범위 4.3%)",4.00,1.24,0.889,168.8,1.46,1,958000,956000,931000,927000,967000,913000
003230#1275-S20260729110800,003230,삼양식품,VWAP눌림,FullAuto,2026-07-29 11:08:00,1280000,차단,매수 가능 수량 0 (투입금/리스크/예수금 확인),,"VWAP 1,273,986 재돌파, 직전봉 고가 1,275,000 돌파",8.11,0.47,0.736,225.8,0.93,1,1278000,1276000,1267000,1240000,1284000,1232000
003230#1275-S20260729111300,003230,삼양식품,VWAP눌림,FullAuto,2026-07-29 11:13:00,1278000,차단,매수 가능 수량 0 (투입금/리스크/예수금 확인),,"VWAP 1,274,023 재돌파, 직전봉 고가 1,277,000 돌파",7.94,0.31,0.723,219.9,0.94,1,1277000,1273000,1269000,1244000,1284000,1232000
003230#1275-S20260729112300,003230,삼양식품,VWAP눌림,FullAuto,2026-07-29 11:23:00,1276000,진입,,,"VWAP 1,274,058 재돌파, 직전봉 고가 1,275,000 돌파",7.77,0.15,0.711,218.0,0.96,1,,,,,,
058610#1277-S20260729150000,058610,에스피지,종가베팅,FullAuto,2026-07-29 15:00:00,79400,진입,,,"종가베팅: 등락 +18.7%, 고저범위 78% 위치, VWAP 76,788 위",18.68,3.40,0.781,289.3,1.14,1,,,,,,
475150#1278-S20260730091030,475150,SK이터닉스,ORB,FullAuto,2026-07-30 09:10:30,47000,진입,,,"ORB5 고가 46,800 돌파 (범위 8.1%)",8.17,3.43,1,264.3,1.47,1,,,,,,
475150#1278-S20260730092115,475150,SK이터닉스,ORB,FullAuto,2026-07-30 09:21:15,46850,진입,,,"ORB5 고가 46,800 돌파 (범위 8.1%)",7.83,0.36,0.623,186.5,1.76,1,,,,,,
